	Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
430	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
431	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
432	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
433	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
434	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
435	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
436	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
437	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
438	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Enterobacterales	Critical priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
439	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	RG6006
440	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
441	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	Inconclusive	Yes	No	Unknown	RG6006
442	WHO AMR pipeline analysis	2021-11-01	Abx MCP	Antibiotics	Macrocyclic peptide	Acinetobacter infections	IV	Phase I	Not registered	Roche	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	RG6006
443	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
444	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
445	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
446	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
447	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
448	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
449	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
450	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
451	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
452	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
453	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
454	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
455	WHO AMR pipeline analysis	2021-11-01	Rhu-plasma gelsolin	Non-traditional	Recombinant human plasma gelsolin protein	Hospitalized CAP	IV	Phase II	NCT03466073, NCT04358406	BioAegis Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	Immunomodulating agents
456	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Solithromycin
457	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Solithromycin
458	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Solithromycin
459	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Solithromycin
460	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Solithromycin
461	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Solithromycin
462	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Solithromycin
463	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Solithromycin
464	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Solithromycin
465	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Solithromycin
466	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Solithromycin
467	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Solithromycin
468	WHO AMR pipeline analysis	2021-11-01	T-4288	Antibiotics	Macrolide	S. pneumoniae	IV & oral	Preregistration	JapicCTI163439	"Fujfilm Toyama
Chemical"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Solithromycin
469	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
470	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
471	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	SPR-206
472	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
473	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
474	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
475	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
476	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
477	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	SPR-206
478	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	SPR-206
479	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	SPR-206
480	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	SPR-206
481	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	Acinetobacter infections	IV	Phase I	NCT04865393	Spero Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	SPR-206
482	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
483	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
484	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
485	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
486	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
487	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
488	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
489	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
490	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
491	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
492	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
493	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
494	WHO AMR pipeline analysis	2021-11-01	PF-03709270	Antibiotics	β-Lactam (penem)	uUTI, cUTI, IAI	IV, Oral	Phase III	NCT03354598, NCT03357614, NCT03358576	Iterum Therapeutics	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Sulopenem, sulopenem etzadroxil/probenecid
495	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
496	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
497	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
498	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
499	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
500	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Helicobacter pylori	Other priority pathogens	Yes	No	Yes	No	Unknown	Microbiome-modulating agents
501	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Live biotherapeutic product	H. pylori	Oral	Phase I	ACTRN12620000923965	Servatus	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Microbiome-modulating agents
